Phecode,ICD string,Layer
619.2,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, unspecified as to episode of care",2
619.2,"Congenital abnormalities of uterus, unspecified as to episode of care",2
619.2,Maternal care for congenital malformation of uterus,2
619.2,"Congenital abnormalities of uterus, with delivery",2
619.2,"Inversion of uterus, postpartum",2
619.2,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, postpartum",2
619.2,"Retroverted and incarcerated gravid uterus, antepartum",2
619.2,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, antepartum",2
619.2,Postpartum inversion of uterus,2
619.2,"Congenital abnormalities of uterus complicating pregnancy, childbirth, or the puerperium",2
619.2,Chronic subinvolution of uterus,2
619.2,Malposition of uterus,2
619.2,Disorder of uterus NOS,2
619.2,"Noninflammatory disorder of uterus, unspecified",2
619.2,"Congenital abnormalities of uterus, antepartum condition or complication",2
619.2,Obstetrical inversion of uterus,2
619.2,"Retroverted and incarcerated gravid uterus, delivered",2
619.2,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with mention of postpartum complication",2
619.2,"Retroverted and incarcerated gravid uterus, unspecified as to episode of care",2
619.2,Maternal care for other abnormalities of gravid uterus,2
619.2,Chronic inversion of uterus,2
619.2,"Retroverted and incarcerated gravid uterus, postpartum",2
619.2,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered",2
619.2,Malposition of uterus,2
619.2,Inversion of uterus,2
619.2,"Congenital abnormalities of uterus, postpartum condition or complication",2
622.1,"Polyp of female genital tract, unspecified",2
622.1,Polyp of corpus uteri,2
622.1,Polyp of other parts of female genital tract,2
622.1,Polyp of corpus uteri,2
622.1,Polyp of female genital tract,2
623,Hypertrophy of labia,3
623,Hypertrophy of clitoris,3
623,Hypertrophy of vulva,3
623,Hypertrophic elongation of cervix,3
623,Hypertrophic elongation of cervix uteri,3
623,Hypertrophy of uterus,3
623,Hypertrophy of uterus,3
621,"Endometrial hyperplasia, unspecified",3
621,Endometrial adenomatous hyperplasia,3
621,Simple endometrial hyperplasia without atypia,3
621,Endometrial hyperplasia with atypia,3
621,Endometrial intraepithelial neoplasia [ein],3
621,Endometrial hyperplasia,3
621,Endometrial glandular hyperplasia,3
621,Benign endometrial hyperplasia,3
621,Complex endometrial hyperplasia without atypia,3
626,Unspecified disorders of menstruation and other abnormal bleeding from female genital tract,3
626,Disorders of menstruation and other abnormal bleeding from female genital tract,3
626,Haematometra,3
626,Hematometra,3
626,"Abnormal uterine and vaginal bleeding, unspecified",3
626,Excessive menstruation at puberty,3
626,Puberty bleeding,3
619.3,"Other congenital or acquired abnormality of cervix, unspecified as to episode of care in pregnancy",2
619.3,"Congenital or acquired abnormality of vagina complicating pregnancy, childbirth, or the puerperium",2
619.3,Other specified noninflammatory disorders of cervix uteri,2
619.3,Stricture and stenosis of cervix,2
619.3,"Other congenital or acquired abnormality of cervix, antepartum condition or complication",2
619.3,"Other congenital or acquired abnormality of cervix, with delivery",2
619.3,"Other congenital or acquired abnormality of cervix, delivered, with mention of postpartum complication",2
619.3,Other specified noninflammatory disorders of cervix,2
619.3,Stricture and stenosis of cervix uteri,2
619.3,"Noninflammatory disorder of cervix uteri, unspecified",2
619.3,Maternal care for other abnormalities of cervix,2
619.3,Unspecified noninflammatory disorder of cervix,2
619.3,Erosion and ectropion of cervix,2
619.3,"Other congenital or acquired abnormality of cervix complicating pregnancy, childbirth, or the puerperium",2
619.3,Noninflammatory disorders of cervix,2
619.3,Incompetence of cervix uteri,2
619.3,"Other congenital or acquired abnormality of cervix, postpartum condition or complication",2
619.3,Erosion and ectropion of cervix uteri,2
619.3,Incompetence of cervix,2
624,Leukoplakia of cervix (uteri),3
624,"Leukorrhea, not specified as infective",3
624,Leukoplakia of vagina,3
624,Leukoplakia of vagina,3
624,Leukoplakia of cervix uteri,3
622.2,Mucous polyp of cervix,2
622.2,Polyp of cervix uteri,2
619.4,"Congenital or acquired abnormality of vagina, delivered, with mention of postpartum complication",2
619.4,"Congenital or acquired abnormality of vagina, postpartum condition or complication",2
619.4,"Congenital or acquired abnormality of vagina, with delivery",2
619.4,"Congenital or acquired abnormality of vagina, unspecified as to episode of care in pregnancy",2
619.4,Noninflammatory disorders of vagina,2
619.4,Stricture and atresia of vagina,2
619.4,Tight hymenal ring,2
619.4,"Noninflammatory disorder of vagina, unspecified",2
619.4,Maternal care for abnormality of vagina,2
619.4,"Congenital or acquired abnormality of vagina, antepartum condition or complication",2
619.4,Unspecified noninflammatory disorder of vagina,2
619.4,Tight hymenal ring,2
619.4,Other specified noninflammatory disorders of vagina,2
619.4,Postoperative adhesions of vagina,2
619.4,Other specified noninflammatory disorders of vagina,2
619.4,Stricture or atresia of vagina,2
620,Dysplasia of vagina,3
620,"Dysplasia of vagina, unspecified",3
620,Moderate vulvar dysplasia,3
620,Moderate vaginal dysplasia,3
620,Mild vulvar dysplasia,3
620,"Severe vaginal dysplasia, not elsewhere classified",3
620,Personal history of vaginal dysplasia,3
620,Vulvar intraepithelial neoplasia i [vin i],3
620,Mild vaginal dysplasia,3
620,Vulvar intraepithelial neoplasia ii [vin ii],3
620,"Severe vulvar dysplasia, not elsewhere classified",3
620,Personal history of vulvar dysplasia,3
622,Polyp of labia and vulva,3
622,Polyp of vagina,3
622,Polyp of vulva,3
622,Polyp of vagina,3
619.5,Unspecified noninflammatory disorder of vulva and perineum,2
619.5,Vulvar cyst,2
619.5,Other specified noninflammatory disorders of vulva and perineum,2
619.5,"Noninflammatory disorder of vulva and perineum, unspecified",2
619.5,"Congenital or acquired abnormality of vulva, postpartum condition or complication",2
619.5,"Congenital or acquired abnormality of vulva, unspecified as to episode of care in pregnancy",2
619.5,Noninflammatory disorders of vulva and perineum,2
619.5,Other specified noninflammatory disorders of vulva and perineum,2
619.5,"Congenital or acquired abnormality of vulva, antepartum condition or complication",2
619.5,"Congenital or acquired abnormality of vulva, with delivery",2
619.5,"Congenital or acquired abnormality of vulva, delivered, with mention of postpartum complication",2
619.5,"Congenital or acquired abnormality of vulva complicating pregnancy, childbirth, or the puerperium",2
619.5,Maternal care for abnormality of vulva and perineum,2
624.1,Other dystrophy of vulva,2
624.1,Dystrophy of vulva,2
624.1,Leukoplakia of vulva,2
625,Unspecified symptom associated with female genital organs,3
625,Vulvar vestibulitis,3
625,Vulvodynia,3
625,Vulvodynia NOS,3
625,Pelvic congestion syndrome,3
625,Postcoital bleeding,3
625,Other specified conditions associated with female genital organs and menstrual cycle,3
625,Other specified symptoms associated with female genital organs,3
625,Pain and other symptoms associated with female genital organs,3
625,Postcoital and contact bleeding,3
625,Other vulvodynia,3
625.1,Dyspareunia,2
625.1,Dyspareunia,2
625.1,Vaginismus,2
625.1,Vaginismus,2
626.21,Mittelschmerz,1
626.21,Mittelschmerz,1
626.2,Dysmenorrhea,2
626.2,"Dysmenorrhoea, unspecified",2
626.2,Primary dysmenorrhoea,2
626.2,Secondary dysmenorrhoea,2
626.4,Premenstrual tension syndromes,2
626.4,Premenstrual tension syndrome,2
624.9,Stress incontinence,2
624.9,"Stress incontinence, female",2
626.11,"Amenorrhoea, unspecified",1
626.11,Secondary oligomenorrhoea,1
626.11,"Absent, scanty and rare menstruation",1
626.11,Primary amenorrhoea,1
626.11,"Oligomenorrhoea, unspecified",1
626.11,Primary oligomenorrhoea,1
626.11,Absence of menstruation,1
626.11,Scanty or infrequent menstruation,1
626.11,Secondary amenorrhoea,1
626.12,Excessive or frequent menstruation,1
626.12,Excessive and frequent menstruation with regular cycle,1
626.13,Irregular menstrual cycle,1
626.13,"Irregular menstruation, unspecified",1
626.14,Metrorrhagia,1
626.14,Excessive and frequent menstruation with irregular cycle,1
626.14,Ovulation bleeding,1
626.14,Ovulation bleeding,1
626.1,Other specified abnormal uterine and vaginal bleeding,2
626.1,Haematocolpos,2
626.1,Other disorders of menstruation and other abnormal bleeding from female genital tract,2
626.1,Other specified irregular menstruation,2
627,Other specified menopausal and postmenopausal disorders,3
627,Other specified menopausal and perimenopausal disorders,3
627,States associated with artificial menopause,3
627,Unspecified menopausal and postmenopausal ydisorder,3
627,"Menopausal and perimenopausal disorder, unspecified",3
627,Menopausal and postmenopausal disorders,3
627.4,Excessive bleeding in the premenopausal period,2
627.4,Premenopausal menorrhagia,2
627.1,Postmenopausal bleeding,2
627.1,Postmenopausal bleeding,2
627.2,Symptomatic menopausal or female climacteric states,2
627.2,Menopausal and female climacteric states,2
627.3,Postmenopausal atrophic vaginitis,2
627.3,Postmenopausal atrophic vaginitis,2
627.21,Symptomatic states associated with artificial menopause,1
626.8,"Infertility, female, of other specified origin",2
626.8,"Female infertility, unspecified",2
626.8,"Infertility, female, of tubal origin",2
626.8,Female infertility NOS,2
626.8,"Infertility, female, of pituitary-hypothalamic origin",2
626.8,Female infertility of other origin,2
626.8,Female infertility of cervical origin,2
626.8,Female infertility of uterine origin,2
626.8,Female infertility of tubal origin,2
626.8,Female infertility,2
626.8,"Infertility, female",2
626.8,"Infertility, female, of cervical or vaginal origin",2
626.8,"Infertility, female, of uterine origin",2
626.8,Female infertility associated with male factors,2
626.15,Female infertility associated with anovulation,1
626.15,"Infertility, female, associated with anovulation",1
634.1,Hydatidiform mole,2
634.1,Missed abortion,2
634.1,Missed abortion **,2
634.1,"Hydatidiform mole, unspecified",2
634.1,Incomplete and partial hydatidiform mole,2
634.1,Missed abortion,2
634.1,Classical hydatidiform mole,2
634.1,Hydatidiform mole **,2
634.1,Hydatidiform mole,2
634,"Spontaneous abortion, Incomplete, complicated by delayed or excessive haemorrhage",3
634,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy,3
634,"Intrauterine death, affecting management of mother, delivered",3
634,"Spontaneous abortion, Complete or unspecified, complicated by genital tract and pelvic infection",3
634,"Spontaneous abortion, complete, complicated by metabolic disorder",3
634,"Spontaneous abortion, incomplete, complicated by shock",3
634,"Other multiple, mates all stillborn, born in hospital",3
634,"Spontaneous abortion, Incomplete, complicated by embolism",3
634,"Twin, mate stillborn, born in hospital, delivered by cesarean section",3
634,"Twin birth, mate stillborn, born before admission to hospital",3
634,Other abnormal products of conception,3
634,"Other multiple birth (three or more), mates all stillborn, born outside of hospital and not hospitalized",3
634,"Spontaneous abortion, Incomplete, without complication",3
634,"Spontaneous abortion, incomplete, with unspecified complication",3
634,"Medical abortion, incomplete, without complication",3
634,Other specified abnormal products of conception,3
634,Spontaneous abortion complicated by embolism,3
634,"Mother with twins, both stillborn",3
634,Spontaneous abortion with other specified complications,3
634,Spontaneous abortion complicated by delayed or excessive hemorrhage,3
634,"Spontaneous abortion, complete, complicated by shock",3
634,"Mother with twins, one liveborn and one stillborn",3
634,"Intrauterine death, affecting management of mother, antepartum",3
634,"Spontaneous abortion, Complete or unspecified, with other and unspecified complications",3
634,"Spontaneous abortion, unspecified, complicated by delayed or excessive hemorrhage",3
634,"Twins, both stillborn",3
634,"Mother with other multiple birth, all stillborn",3
634,"Abnormal product of conception, unspecified",3
634,"Other multiple, mates all stillborn, born in hospital, delivered by cesarean section",3
634,Papyraceous fetus,3
634,"Spontaneous abortion, Incomplete, with other and unspecified complications",3
634,"Spontaneous abortion, incomplete, complicated by damage to pelvic organs or tissues",3
634,Maternal care for intrauterine death,3
634,Pregnancy care of habitual aborter,3
634,"Twins, one liveborn and one stillborn",3
634,Maternal care for poor fetal growth,3
634,Other abnormal products of conception,3
634,"Spontaneous abortion, complete, complicated by renal failure",3
634,Papyraceous fetus,3
634,Other abnormal product of conception,3
634,"Spontaneous abortion, complete, complicated by genital tract and pelvic infection",3
634,"Papyraceous fetus, delivered, with or without mention of antepartum condition",3
634,Labour and delivery complicated by biochemical evidence of fetal stress,3
634,"Medical abortion, incomplete, with other and unspecified complications",3
634,"Other multiple, mates all stillborn, born in hospital, delivered without mention of cesarean section",3
634,"Spontaneous abortion, Complete or unspecified, complicated by delayed or excessive haemorrhage",3
634,"Spontaneous abortion, Complete or unspecified, without complication",3
634,"Spontaneous abortion, complete, complicated by delayed or excessive hemorrhage",3
634,"Multiple delivery, all spontaneous",3
634,"Twin, mate stillborn, born in hospital, delivered without mention of cesarean section",3
634,"Spontaneous abortion, Incomplete, complicated by genital tract and pelvic infection",3
