CPT code,String,Layer
92314,RX&FTG CONTACT CORNEAL LENS EYES XCPT APHAKIA,1
54401,INSJ PENILE PROSTHESOS INFLATABLE SELF-CONTAINED,1
58240,PEL EXNTJ GYNECOLOGIC MAL,1
59020,FETAL CONTRACTION STRESS TEST,1
26525,CAPSULECTOMY/CAPSULOTOMY IPHAL JOINT EACH,1
28270,CAPSUL MTTARPHLNGL JT W/WO TENORRHAPHY EA JT SPX,1
26520,CAPSULECTOMY/CAPSULOTOMY MTCARPHLNGL JOINT EACH,1
26040,FASCIOTOMY PALMAR PERCUTANEOUS,1
26045,FASCIOTOMY PALMAR OPEN PARTIAL,1
26121,FASCT PALM W/WO Z-PLASTY TISSUE REARGMT/SKN GRFT,1
26123,FASCT PRTL PALMAR 1 DGT PROX IPHAL JT W/WO RPR,1
26125,FASCT PRTL PALMR ADDL DGT PROX IPHAL JT W/WO RPR,1
26508,RELEASE THENAR MUSCLE,1
30901,CONTROL NASAL HEMORRHAGE ANTERIOR SIMPLE,1
30903,CONTROL NASAL HEMORRHAGE ANTERIOR COMPLEX,1
30905,CTRL NSL HEMRRG PST NASAL PACKS&/CAUTERY 1ST,1
30906,CTRL NSL HEMRRG PST NASAL PACKS&/CAUTERY SUBSQ,1
62268,PERCUTANEOUS ASPIRATION SPINAL CORD CYST/SYRINX,1
63170,LAM W/MYELOTOMY CERVICAL/THORACIC/THORACOLUMBAR,1
31513,LARYNGOSCOPY INDIRECT W/VOCAL CORD INJECTION,1
63600,CREATION LES SPINAL CORD STEREOTACTIC METHOD PRQ,1
55520,EXC LESION SPERMATIC CORD SEPARATE PROCEDURE,1
62280,INJX/INFUSION NEUROLYTIC SUBSTANCE SUBARACHNOID,1
62281,INJX/INFUS NEUROLYT SUBST EPIDURAL CERV/THORACIC,1
63180,LAM&SCTJ DENTATE LIG W/WO DURAL GRF CRV 1/2 SEG,1
63182,LAM&SCTJ DENTATE LIG W/WO DURAL GRF CRV >2 SEG,1
55530,EXC VARICOCELE/LIGATION SPERMATIC VEINS SPX,1
55535,EXC VARICOCELE/LIGATION SPERMATIC VEINS ABDL,1
63610,STRTCTC STIMJ SPI CORD PRQ SPX N/FLWD OTH SURG,1
65435,RMVL CORNEAL EPITHELIUM W/WO CHEMOCAUTERIZATION,1
65436,RMVL CORNEAL EPITHELIUM W/APPL CHELATING AGENT,1
65770,KERATOPROSTHESIS,1
65600,MULTIPLE PUNCTURES ANTERIOR CORNEA,1
65760,KERATOMILEUSIS,1
65765,KERATOPHAKIA,1
65450,DSTRJ LESION CRYOTHER PHOTO/THERMOCAUTZATION,1
65430,CORNEA SCRAPING DIAGNOSTIC SMEAR &/CULTURE,1
65767,EPIKERATOPLASTY,1
33572,CORONARY ENDARTERCOMY OPEN ANY METHOD,1
21070,CORONOIDECTOMY SEPARATE PROCEDURE,1
26567,OSTEOTOMY PHALANX FINGER EACH,1
26565,OSTEOTOMY METACARPAL EACH,1
19355,CORRECTION INVERTED NIPPLES,1
45540,PROCTOPEXY ABDOMINAL APPROACH,1
45541,PROCTOPEXY PERINEAL APPROACH,1
82533,CORTISOL TOTAL,1
61600,RESCJ/EXC LES BASE ANT CRANIAL FOSSA EXTRADURAL,1
61601,RESCJ/EXC LES BASE ANT CRNL FOSSA INDRL W/WO GRF,1
61605,RESCJ/EXC LES INFRATEMPOR FOSSA SPACE APEX XDRL,1
61606,RESCJ/EXC LES ITPRL FOSSA SPACE APEX IDRL W/RPR,1
61607,RESCJ/EXC LES PARASELLAR SINUS CLIVUS/MSB XDRL,1
61608,RESCJ/EXC LES PARASELLAR SINUS CLIVUS/MSB IDRL,1
64716,NEUROPLASTY &/TRANSPOSITION CRANIAL NERVE,1
64771,TRANSECTION/AVULSION OTH CRANIAL NRV XDRL,1
61345,OTHER CRANIAL DECOMPRESSION POSTERIOR FOSSA,1
21299,UNLISTED CRANIOFACIAL & MAXILLOFACIAL PROCEDURE,1
21431,CLOSED TX CRANIOFACIAL SEPARATION,1
21432,OPEN TX CRANIOFACIAL SEP W/WIRING&/INT FIXJ,1
21433,OPEN TX CRANIOFACIAL SEP COMPLICATED MLT APPR,1
21435,OPEN TX CRANIOFACIAL SEP COMP W/INT&/XTRNL FIX,1
21436,OPTX CRNFCL SEP LFT III TYP COMP INT FIXJ W/BONE,1
68745,CONJUNCTIVORHINOSTOMY W/O TUBE,1
68750,CONJUNCTIVORHINOSTOMY INSJ TUBE/STENT,1
68720,DACRYOCSTORHINOSTOMY,1
69433,TYMPANOSTOMY LOCAL/TOPICAL ANESTHESIA,1
69436,TYMPANOSTOMY GENERAL ANESTHESIA,1
52334,CYSTO INSJ URTRL GD WIRE PRQ NFROS RTRGR,1
58770,SALPINGOSTOMY,1
80412,CORTICOTROPIC RELEASING HORM STIMJ PANEL,1
34520,CROSS-OVER VEIN GRAFT VENOUS SYSTEM,1
17340,CRYOTHERAPY CO2 SLUSH LIQUID N2 ACNE,1
78645,CEREBROSPINAL FLUID FLOW W/O MATL SHUNT EVALTJ,1
78650,CEREBROSPINAL FLUID LEAK DETECTION&LOCALIZATIO,1
78635,CEREBROSPINAL FLUID FLOW W/O MATL VENTRICLGRAPHY,1
87102,CULTURE FNGI MOLD/YEAST PRSMPTV OTH XCPT BLOOD,1
87084,CUL PRSMPTV PTHGNC ORGANISMS SCR DNS CHART,1
87116,CULTURE TUBERCLE/OTH ACID-FAST BACILLI ANY ISOL,1
57505,ENDOCERVICAL CURETTAGE NOT DONE AS PART OF D&C,1
97033,APPL MODALITY 1/> AREAS IONTOPHORESIS EA 15 MIN,1
94450,BREATHING RESPONSE TO HYPOXIA,1
60000,I&D THYROGLOSSAL DUCT CYST INFECTED,1
58800,DRAINAGE OVARIAN CYST UNI/BI SPX VAGINAL APPR,1
58805,DRAINAGE OVARIAN CYST UNI/BI SPX ABDOMINAL,1
10080,INCISION & DRAINAGE PILONIDAL CYST SIMPLE,1
10081,INCISION & DRAINAGE PILONIDAL CYST COMPLICATED,1
42409,MARSUPIALIZATION SUBLNGL SALIVARY CST RANULA,1
63172,LAM W/DRG INTRMEDULLARY CYST/SYRINX SUBARACHNOID,1
63173,LAM W/DRG INTRMEDULRY CYST/SYRINX PRTL/PLEURAL,1
42810,EXC BRANCHIAL CLEFT CYST CONFINED SKN&SUBQ TIS,1
42815,EXC BRANCHIAL CLEFT CYST BELOW SUBQ TISS&/PHRYNX,1
42408,EXC SUBLINGUAL SALIVARY CYST RANULA,1
27345,EXCISION SYNOVIAL CYST POPLITEAL SPACE,1
58925,OVARIAN CYSTECTOMY UNI/BI,1
82615,CSTINE&HOMOCSTINE URINE QUALITATIVE,1
51725,SIMPLE CYSTOMETROGRAM,1
52270,CYSTOURETHROSCOPY W/INTERNAL URETHROTOMY FEMALE,1
52275,CYSTOURETHROSCOPY W/INTERNAL URETHROTOMY MALE,1
52214,CYSTO W/DESTRUCTION OF LESIONS,1
52224,CYSTO W/REMOVAL OF LESIONS SMALL,1
52234,CYSTO W/REMOVAL OF TUMORS SMALL,1
52235,CYSTOURETHROSCOPY W/DEST &/RMVL MED BLADDER TUM,1
52240,CYSTOURETHROSCOPY W/DEST &/RMVL TUMOR LARGE,1
52260,CYSTOURETHROSCOPY W/DIL BLADDER GENERAL ANESTH,1
52265,CYSTOURETHROSCOPY W/DIL BLADDER LOCAL ANESTHESIA,1
52276,CYSTOURETHROSCOPY W/INTERNAL URETHROTOMY MALE,1
52277,CYSTOURETHROSCOPY W/RESECJ EXTERNAL SPHINCTER,1
52281,CYSTO CALIBRATION DILAT URTL STRIX/STENOSIS,1
52283,CYSTOURETHROSCOPY W/STEROID INJECTION STRICTURE,1
52285,CYSTOURETHROSCOPY TX FEMALE URETHRAL SYNDROME,1
52290,CYSTOURETHROSCOPY W/URETERAL MEATOTOMY UNI/BI,1
52300,CYSTO W/RESCJ/FULG ORTHOPIC URETEROCELE UNI/BI,1
52301,CYSTO W/RESECJ ECTOPIC URETEROCELE UNI/BI,1
52305,CYSTO INC/RESCJ ORIFICE BLDR DIVERTICULUM 1/MLT,1
52310,CYSTO W/SIMPLE REMOVAL STONE & STENT,1
52315,CYSTO W/COMPLEX REMOVAL STONE & STENT,1
52320,CYSTOURETHROSCOPY W/RMVL URETERAL CALCULUS,1
52330,CYSTO MANJ W/O RMVL URETERAL STONE,1
52332,CYSTO W/INSERT URETERAL STENT,1
88299,UNLISTED CYTOGENETIC STUDY,1
88125,CYTOPATHOLOGY FORENSIC,1
88199,UNLISTED CYTOPATHOLOGY PROCEDURE,1
56405,I&D VULVA/PERINEAL ABSCESS,1
33545,RPR POSTINFRCJ VENTRICULAR SEPTAL DEFECT,1
87164,DARK FIELD EXAM ANY SOURCE W/SPECIMEN COLLECTION,1
87166,DARK FIELD EXAM ANY SOURCE W/O SPECIMEN COLLECT,1
99234,OBSERVATION/INPATIENT HOSPITAL CARE 40 MINUTES,1
99235,OBSERVATION/INPATIENT HOSPITAL CARE 50 MINUTES,1
99236,OBSERVATION/INPATIENT HOSPITAL CARE 55 MINUTES,1
99315,NURSING FACILITY DISCHARGE MANAGEMENT 30 MINUTES,1
99316,NURSING FACILITY DISCHARGE MANAGEMENT 30 MINUTES,1
99238,HOSPITAL DISCHARGE DAY MANAGEMENT 30 MIN/<,1
99239,HOSPITAL DISCHARGE DAY MANAGEMENT > 30 MIN,1
11000,DBRDMT EXTENSV ECZEMA/INFECT SKN UP 10% BDY SURF,1
88311,DECALCIFICATION PROCEDURE,1
92563,TONE DECAY TEST,1
61330,DECOMPRESSION ORBIT ONLY TRANSCRANIAL APPROACH,1
26035,DECOMPRESSION FINGERS&/HAND INJECTION INJURY,1
26037,DECOMPRESSIVE FASCIOTOMY HAND,1
67570,OPTIC NERVE DECOMPRESSION,1
24495,DECOMPRESSION FASCT F/ARM W/BRACH ART EXPL,1
27496,DECOMPRESSION FASCIOTOMY THIGH&/KNEE 1 COMPONENT,1
27497,DCMPRN FASCT THIGH&/KNEE DBRDMT MUSCLE&/NERVE,1
27498,DCMPRN FASCIOTOMY THIGH&/KNEE MLT COMPARTMENTS,1
27499,DCMPRN FASCT THIGH&/KNEE MLT DBRDMT NV MUSC&NRVE,1
27892,DCMPRN FASCT LEG ANT&/LAT W/DBRDMT MUSC&/NERVE,1
27893,DCMPRN FASCT LEG PST W/DBRDMT MUSC&/NRV,1
27894,DCMPRN FASCT LEG ANT&/LAT&PST W/DBRDMT MUS,1
27600,DCMPRN FASCT LEG ANT&/LAT COMPARTMENTS ONLY,1
27601,DCMPRN FASCT LEG POST COMPARTMENT ONLY,1
27602,DCMPRN FASCT LEG ANT&/LAT&PST CMPRT,1
28035,RELEASE TARSAL TUNNEL,1
67901,RPR BLEPHAROPTOSIS FRONTALIS MUSC SUTR/OTH MATRL,1
67902,RPR BLEPHAROPT FRONTALIS MUSC AUTOL FASCAL SLING,1
67903,RPR BLEPHAROPTOSIS LEVATOR RESCJ/ADVMNT INTERNAL,1
67904,RPR BLEPHAROPTOSIS LEVATOR RESCJ/ADVMNT XTRNL,1
67906,RPR BLEPHAROPTOSIS SUPERIOR RECTUS FASCIAL SLING,1
67908,RPR BLPOS CONJUNCTIVO-TARSO-MUSC-LEVATOR RESCJ,1
67914,REPAIR ECTROPION SUTURE,1
67915,REPAIR ECTROPION THERMOCAUTERIZATION,1
67916,REPAIR ECTROPION EXCISION TARSAL WEDGE,1
67917,REPAIR ECTROPION EXTENSIVE,1
67921,REPAIR ENTROPION SUTURE,1
67922,REPAIR ENTROPION THERMOCAUTERIZATION,1
67923,REPAIR ENTROPION EXCISION TARSAL WEDGE,1
67924,REPAIR ENTROPION EXTENSIVE,1
67909,REDUCTION OVERCORRECTION PTOSIS,1
67911,CORRECTION LID RETRACTION,1
27656,REPAIR FASCIAL DEFECT LEG,1
63710,DURAL GRAFT SPINAL,1
35870,RPR GRF-ENTERIC FSTL,1
33770,RPR TRPOS GREAT VSLS W/O ENLGMNT V-SEPTL DFCT,1
33771,RPR TRPOS GREAT VSLS W/ENLGMNT V-SEPTL DFCT,1
33774,RPR TRPOS GREAT VSLS ATRIAL BAFFLE PX W/BYPASS,1
33775,RPR TRPOS GREAT VSLS ATR BAFFLE W/RMVL PULM BAND,1
33776,RPR TRPOS GRT VSL ATR BAFFLE W/CLSR V-SEPTL DFCT,1
33777,RPR TRPOS GRT VSL ATR BAFFLE W/BYP SBPULM OBSTRC,1
33778,RPR TRPOS GRT VESSEL AORTIC PULMONARY ART RCNSTJ,1
33779,RPR TGV AORTIC PULM ART RCNSTJ W/RMVL PULM BAND,1
33780,RPR TGV AORTIC P-ART RCNSTJ W/CLSR V-SEPTL DFCT,1
33781,RPR TGV AORTIC P-ART RCNSTJ RPR SBPULMC OBSTRCJ,1
33720,RPR SINUS VALSALVA ANEURYSM,1
33722,CLOSURE AORTICO-LEFT VENTRICULAR TUNNEL,1
33660,RPR INCPLT/PRTL AV CANAL W/WO AV VALVE RPR,1
33665,RPR INTRM/TRANSJ AV CANAL W/WO AV VALVE RPR,1
33692,COMPL RPR TETRALOGY FALLOT W/O PULM ATRESIA,1
33694,COMPL RPR T-FALLOT W/O PULM ATRESIA TANULR PATCH,1
33697,COMPL RPR T-FALLOT W/PULM ATRESIA,1
33702,RPR SINUS VALSALVA FISTULA,1
33710,RPR SINUS VALSALVA FISTULA W/RPR V-SEPTAL DEFECT,1
33730,COMPLETE RPR ANOMALOUS PULMONARY VENOUS RETURN,1
33641,RPR ATRIAL SEPTAL DFCT SECUNDUM W/BYP W/WO PATCH,1
33681,CLSR 1 VENTRICULAR SEPTAL DEFECT W/WO PATCH,1
33684,CLSR V-SEPTL DFCT W/PULM VLVT/INFUND RESCJ,1
33688,CLSR V-SEPTAL DFCT W/RMVL P-ART BAND W/WO GUSSET,1
33647,RPR ATRIAL & VENTRIC SEPTAL DFCT DIR/PATCH CLS,1
33732,RPR COR TRIATM/SUPVALVR RING RESCJ L ATRIAL MEMB,1
30540,REPAIR CHOANAL ATRESIA INTRANASAL,1
30545,REPAIR CHOANAL ATRESIA TRANSPALATINE,1
30630,REPAIR NASAL SEPTAL PERFORATIONS,1
62115,RDCTJ CRANIOMEGALIC SKULL W/O GRAFT/CRANIOPLASTY,1
62117,RDCTJ CRANIOMEGALIC CRANIO&RECNSTJ W/WO GRAFT,1
33813,OBLTRJ AORTOPULMONARY SEPTAL DEFECT W/O BYPASS,1
33814,OBLTRJ AORTOPULMONARY SEPTAL DEFECT W/BYPASS,1
33852,RPR HYPOPLSTC A-ARCH W/AGRFT/PROSTC W/O BYPASS,1
33853,RPR HYPOPLSTC A-ARCH W/AGRFT/PROSTC W/BYPASS,1
62140,CRANIOPLASTY SKULL DEFECT </5 CM DIAMETER,1
62141,CRANIOPLASTY SKULL DEFECT >5 CM DIAMETER,1
53275,EXCISION/FULGURATION URETHRAL PROLAPSE,1
53520,CLSR URETHROSTOMY/URETHROQ FSTL MALE SPX,1
33802,DIVISION ABERRANT VESSEL VASCULAR RING,1
33803,DIVISION ABERRANT VESSEL W/REANASTOMOSIS,1
31825,SURG CLSR TRACHEOSTOMY/FISTULA W/PLASTIC RPR,1
26590,REPAIR MACRODACTYLIA EACH DIGIT,1
26580,REPAIR CLEFT HAND,1
28313,RCNSTJ ANGULAR DFRM TOE SOFT TISS PX ONLY,1
27418,ANTERIOR TIBIAL TUBERCLEPLASTY,1
59414,DELIVERY PLACENTA SEPARATE PROCEDURE,1
59612,VAGINAL DELIVERY AFTER CESAREAN DELIVERY,1
77401,RADIATION TX DELIVERY SUPERFICIAL&/ORTHO VOLTA,1
77402,RADIATION TREATMENT DELIVERY 1 MEV >= SIMPLE,1
77407,RADIATION TX DELIVERY 1 MEV >= INTERMEDIATE,1
77412,RADIATION TREATMENT DELIVERY 1 MEV >= COMPLEX,1
59610,ROUTINE OB CARE VAG DLVRY & POSTPARTUM CARE VB,1
27035,DNRVTJ HIP JT INTRAPEL/XTRPEL INTRA-ARTCLR BRNCH,1
41899,UNLISTED PROCEDURE DENTOALVEOLAR STRUCTURES,1
99281,EMERGENCY DEPARTMENT VISIT LIMITED/MINOR PROB,1
99282,EMERGENCY DEPARTMENT VISIT LOW/MODER SEVERITY,1
99283,EMERGENCY DEPARTMENT VISIT MODERATE SEVERITY,1
99284,EMERGENCY DEPARTMENT VISIT HIGH/URGENT SEVERITY,1
99285,EMERGENCY DEPT VISIT HIGH SEVERITY&THREAT FUNCJ,1
15770,GRAFT DERMA-FAT-FASCIA,1
96999,UNLISTED SPECIAL DERMATOLOGICAL SERVICE/PROCED,1
95180,RAPID DESENSITIZATION PROCEDURE EACH HOUR,1
82633,DESOXYCORTICOSTERONE 11-,1
67345,CHEMODENERVATION EXTRAOCULAR MUSCLE,1
17106,DESTRUCTION CUTANEOUS VASC PROLIFERATIVE <10CM,1
17107,DSTRJ CUTANEOUS VASCULAR LESIONS 10.0-50.0 SQ CM,1
17108,DSTRJ CUTANEOUS VASCULAR LESIONS >50.0 SQ CM,1
17260,DESTRUCTION MALIGNANT LESION T/A/L 0.5 CM/<,1
17261,DESTRUCTION MAL LESION TRUNK/ARM/LEG 0.6-1.0 CM,1
17262,DESTRUCTION MAL LESION TRUNK/ARM/LEG 1.1-2.0CM,1
17263,DESTRUCTION MAL LESION TRUNK/ARM/LEG 2.1-3.0CM,1
17264,DESTRUCTION MAL LESION TRUNK/ARM/LEG 3.1-4.0CM,1
17266,DESTRUCTION MAL LESION TRUNK/ARM/LEG > 4.0 CM,1
17270,DESTRUCTION MALIGNANT LESION S/N/H/F/G 0.5 CM/>,1
17271,DESTRUCTION MALIGNANT LESION S/N/H/F/G 0.6-1.0CM,1
17272,DESTRUCTION MALIGNANT LESION S/N/H/F/G 1.1-2.0CM,1
17273,DESTRUCTION MALIGNANT LESION S/N/H/F/G 2.1-3.0CM,1
17274,DESTRUCTION MALIGNANT LESION S/N/H/F/G 3.1-4.0CM,1
17276,DSTRJ MAL LESION S/N/H/F/G LESION DIAM > 4.0 CM,1
17280,DESTRUCTION MALIGNANT LESION F/E/E/N/L/M 0.5CM/<,1
17281,DESTRUCTION MAL LESION F/E/E/N/L/M 0.6-1.0CM,1
17282,DESTRUCTION MAL LESION F/E/E/N/L/M 1.1-2.0CM,1
17283,DESTRUCTION MAL LESION F/E/E/N/L/M 2.1-3.0CM,1
17284,DESTRUCTION MAL LESION F/E/E/N/L/M 3.1-4.0CM,1
17286,DESTRUCTION MAL LESION F/E/E/N/L/M >4.0 CM,1
67107,REPAIR RETINAL DETACHMENT SCLERAL BUCKLING,1
67108,RPR RETINAL DTCHMNT W/VITRECTOMY ANY METH,1
67110,RPR RETINAL DTCHMNT INJECTION AIR/OTHER GAS,1
92597,EVAL&/FITG VOICE PROSTC DEV SUPLMNT ORAL SPEEC,1
93640,EPHYS EVAL PACG CVDFB LDS INITIAL IMPLAN/REPLACE,1
22840,POSTERIOR NON-SEGMENTAL INSTRUMENTATION,1
22841,INTERNAL SPINAL FIXATION WIRING SPINOUS PROCESS,1
22842,POSTERIOR SEGMENTAL INSTRUMENTATION 3-6 VRT SEG,1
22843,POSTERIOR SEGMENTAL INSTRUMENTATION 7-12 VRT SEG,1
22844,POSTERIOR SEGMENTAL INSTRUMENTATION 13/> VRT SE,1
22845,ANTERIOR INSTRUMENTATION 2-3 VERTEBRAL SEGMENTS,1
22846,ANTERIOR INSTRUMENTATION 4-7 VERTEBRAL SEGMENTS,1
22847,ANTERIOR INSTRUMENTATION 8/> VERTEBRAL SEGMENTS,1
22850,REMOVAL POSTERIOR NONSEGMENTAL INSTRUMENTATION,1
22852,REMOVAL POSTERIOR SEGMENTAL INSTRUMENTATION,1
22855,REMOVAL ANTERIOR INSTRUMENTATION,1
20665,REMOVAL TONG/HALO APPLIED BY ANOTHER INDIVIDUAL,1
33975,INSJ VENTRIC ASSIST DEV XTRCORP SINGLE VENTRICLE,1
33976,INSJ VENTRIC ASSIST DEV XTRCORP BIVENTRICULAR,1
62360,IMPLTJ/RPLCMT ITHCL/EDRL DRUG NFS SUBQ RSVR,1
62365,RMVL SUBQ RSVR/PUMP INTRATHECAL/EPIDURAL INFUS,1
58300,INSERTION INTRAUTERINE DEVICE IUD,1
58301,REMOVAL INTRAUTERINE DEVICE IUD,1
33977,REMOVAL VENTR ASSIST DEVICE XTRCORP 1 VENTRICLE,1
33978,REMOVAL VENTR ASSIST DEVICE XTRCORP BIVENTR,1
97016,APPL MODALITY 1/> AREAS VASOPNEUMATIC DEVICES,1
80420,DEXMETHASONE SUPPRESSION PANEL 48 HR,1
78999,UNLISTED MISCELLANEOUS PX DX NUCLEAR MEDICINE,1
31505,LARYNGOSCOPY INDIRECT DIAGNOSTIC SPX,1
31575,LARYNGOSCOPY FLEXIBLE DIAGNOSTIC,1
90999,UNLISTED DIALYSIS PROCEDURE INPATIENT/OUTPATIENT,1
39503,RPR NEONATAL DIPHRG HERNIA W/WO CHEST TUBE INSJ,1
39540,RPR DIPHRG HRNA OTH/THN NEONATAL TRAUMTC AQT,1
39541,RPR DIPHRG HRNA OTH/THN NEONATAL TRAUMTC CHRNC,1
64746,TRANSECTION/AVULSION PHRENIC NERVE,1
39501,REPAIR LACERATION DIAPHRAGM ANY APPROACH,1
39599,UNLISTED PROCEDURE DIAPHRAGM,1
39545,IMBRICATION DIAPHRAGM EVENTRATION,1
64776,EXC NEUROMA DIGITAL NERVE 1 OR BOTH SAME DIGIT,1
64831,SUTURE DIGITAL NERVE HAND/FOOT 1 NERVE,1
68801,DILATION LACRIMAL PUNCTUM W/WO IRRGATION,1
43453,DILATION ESOPHAGUS GUIDE WIRE,1
53600,DILAT URETHRAL STRIX DILATOR MALE 1ST,1
53601,DILAT URETHRAL STRIX DILATOR MALE SBSQ,1
53605,DILAT URETHRAL STRIX/VESICAL NCK DILAT MALE ANES,1
53620,DILAT URETHRAL STRIX FILIFORM & FOLLWR MALE 1ST,1
53621,DILAT URETHRAL STRIX FILIFORM & FOLLWR MALE SBSQ,1
42650,DILATION SALIVARY DUCT,1
42660,DILAT&CATHJ SALIVARY DUCT W/WO INJECTION,1
45910,DILAT RCT STRIX SPX UNDER ANES OTH/THN LOCAL,1
57400,DILATION VAGINA W/ANESTHESIA OTHER THAN LOCAL,1
99456,WORK RELATED/MED DBLT XM OTH/THN TREATING PHYS,1
63020,LAMNOTMY INCL W/DCMPRSN NRV ROOT 1 INTRSPC CERVC,1
63075,DISCECTOMY ANT DCMPRN CORD CERVICAL 1 NTRSPC,1
63076,DISCECTOMY ANT DCMPRN CORD CERVICAL EA NTRSPC,1
62287,DCMPRN PERQ NUCLEUS PULPOSUS 1/> LEVELS LUMBAR,1
21490,OPEN TREATMENT TEMPOROMANDIBULAR DISLOCATION,1
21480,CLOSED TX TEMPOROMANDIBULAR DISLOCATION 1ST/SBSQ,1
21485,CLOSED TX TEMPOROMANDIBULAR DISLC COMP 1ST/SBSQ,1
24600,TREATMENT CLOSED ELBOW DISLOCATION W/O ANES,1
24605,TREATMENT CLOSED ELBOW DISLOCATION REQ ANES,1
24615,OPEN TX ACUTE/CHRONIC ELBOW DISLOCATION,1
24640,CLTX RDL HEAD SUBLXTJ CHLD NURSEMAID ELBW W/MANJ,1
26776,PRQ SKEL FIXJ IPHAL JT DISLC W/MANJ,1
26770,CLTX IPHAL JT DISLC W/MANJ W/O ANES,1
26775,CLTX IPHAL JT DISLC W/MANJ REQ ANES,1
26785,OPEN TX INTERPHALANGEAL JOINT DISLOCATION,1
28555,OPEN TREATMENT TARSAL BONE DISLOCATION,1
28585,OPEN TREATMENT TALOTARSAL JOINT DISLOCATION,1
28615,OPEN TREATMENT TARSOMETATARSAL JOINT DISLOCATION,1
28540,CLTX TARSAL DISLC OTH/THN TALOTARSAL W/O ANES,1
28545,CLTX TARSAL DISLC OTH/THN TALOTARSAL W/ANES,1
28546,PRQ SKEL FIXJ TARSL DISLC XCP TALOTARSAL W/MANJ,1
28570,CLOSED TX TALOTARSAL JOINT DISLC W/O ANES,1
28575,CLOSED TX TALOTARSAL JOINT DISLOCATION W/ANES,1
28576,PRQ SKEL FIXJ TALOTARSAL JT DISLC W/MANJ,1
28600,CLOSED TX TARSOMETATARSAL DISLOCATION W/O ANES,1
28605,CLOSED TX TARSOMETATARSAL DISLOCATION W/ANES,1
28606,PRQ SKEL FIXJ TARS JT DISLC W/MANJ,1
23665,CLTX SHOULDER DISLC W/FX HUMERAL TUBRST W/MANJ,1
23670,OPEN TX SHOULDER DISLC W/HUMERAL TUBEROSITY FX,1
23675,CLTX SHOULDER DISLC W/SURG/ANTMCL NECK FX W/MANJ,1
23680,OPEN TX SHOULDER DISLOCATION W/NECK FRACTURE,1
26676,PRQ SKEL FIXJ CARPO/MTCRPL DISLC THMB MANJ EA JT,1
26670,CLTX CARPO/METACARPL DISLC THMB MANJ EA W/O ANES,1
26675,CLTX CARPO/MTCRPL DISLC THUMB MANJ EA JT W/ANES,1
26685,OPEN TX CARPOMETACARPAL DISLOCATE NOT THUMB,1
26686,OPTX CARP/MTCRPL DISLC THMB CPLX MLT/DLYD RDCTJ,1
27250,CLTX HIP DISLOCATION TRAUMATIC W/O ANESTHESIA,1
27252,CLTX HIP DISLOCATION TRAUMATIC REQ ANESTHESIA,1
27253,OPTX HIP DISLOCATION TRAUMATIC W/O INTERNAL FIXJ,1
27254,OPTX HIP DISLC TRAUMTC W/ACTBLR WALL&FEM HEAD,1
27256,TX SPONTAN HIP DISLC ABDCT SPLNT/TRCJ W/O ANES,1
27257,TX SPON HIP DISLC ABDCT SPLNT/TRCJ W/MANJ ANES,1
27258,OPTX SPON HIP DISLC RPLCMT FEM HEAD ACTBLM,1
27259,OPTX SPON HIP DISLC RPLCMT FEM HEAD ACTBLM SHRT,1
27265,CLTX POST HIP ARTHRP DISLC W/O ANES,1
27266,CLTX POST HIP ARTHRP DISLC REQ ANES,1
27550,CLOSED TX KNEE DISLOCATION W/O ANESTHESIA,1
27552,CLOSED TX KNEE DISLOCATION W/ANESTHESIA,1
27556,OPEN TX KNEE DISLOCATION W/O LIGAMENTOUS REPAIR,1
27557,OPEN TX KNEE DISLOCATION W/LIGAMENTOUS REPAIR,1
27558,OPEN TX KNEE DISLOCATION W/REPAIR/RECONSTRUCTION,1
27560,CLOSED TX PATELLAR DISLOCATION W/O ANESTHESIA,1
27562,CLOSED TX PATELLAR DISLOCATION W/ANESTHESIA,1
27566,OPTX PATELLAR DISLC W/WO PRTL/TOT PATELLECTOMY,1
26706,PRQ SKEL FIXJ METACARPOPHALANGEAL DISLC W/MANJ,1
26700,CLTX METACARPOPHALANGEAL DISLC W/MANJ W/O ANES,1
26705,CLTX METACARPOPHALANGEAL DISLC W/MANJ W/ANES,1
26715,OPEN TREATMENT METACARPOPHALANGEAL DISLOCATION,1
27830,CLTX PROX TIBFIB JT DISLC W/O ANES,1
27831,CLTX PROX TIBFIB JT DISLC REQ ANES,1
27832,OPEN TX PROX TIBFIB JOINT DISLOCATE EXC PROX FIB,1
28675,OPEN TREATMENT INTERPHALANGEAL JOINT DISLOCATION,1
28645,OPEN TX METATARSOPHALANGEAL JOINT DISLOCATION,1
23650,CLSD TX SHOULDER DISLC W/MANIPULATION W/O ANES,1
23655,CLSD TX SHOULDER DISLC W/MANIPULATION REQ ANES,1
23660,OPEN TX ACUTE SHOULDER DISLOCATION,1
26641,CLTX CARPO/METACARPAL DISLOCATION THUMB W/MANJ,1
28630,CLTX METATARSOPHLNGL JT DISLC W/O ANES,1
28635,CLTX METATARSOPHLNGL JT DISLC REQ ANES,1
28636,PRQ SKEL FIXJ METATARSOPHLNGL JT DISLC W/MANJ,1
28660,CLTX INTERPHALANGEAL JOINT DISLOCATION W/O ANES,1
28665,CLTX INTERPHALANGEAL JOINT DISLOCATION REQ ANES,1
