CPT code,String
86658,ANTIBODY ENTEROVIRUS
86682,ANTIBODY HELMINTH NOT ELSEWHERE SPECIFIED
86687,ANTIBODY HTLV-I
86688,ANTIBODY HTLV-II
86732,ANTIBODY MUCORMYCOSIS
86738,ANTIBODY MYCOPLSM
86744,ANTIBODY NOCARDIA
86747,ANTIBODY PARVOVIRUS
86753,ANTIBODY PROTOZOA NES
86756,ANTIBODY RESPIRATORY SYNCTIAL VIRUS
86762,ANTIBODY RUBELLA
86787,ANTIBODY VARICELLA-ZOSTER
86790,ANTIBODY VIRUS NOT ELSEWHERE SPECIFIFED
36821,ARTERIOVENOUS ANASTOMOSIS OPEN DIRECT
33860,ASCENDING AORTA GRF W/CARD BYP & VALVE SSP
33863,AS-AORT GRF W/CARD BYP & AORTIC ROOT RPLCMT
33968,REMOVAL INTRA-AORTIC BALLOON ASSIST DEVICE PRQ
33875,DESCENDING THORACIC AORTA GRAFT W/WO BYPASS
82172,APOLIPOPROTEIN EACH
24341,REPAIR TENDON/MUSCLE UPPER ARM/ELBOW EA
61886,INSJ/RPLCMT CRANIAL NEUROSTIM GENER 2/> ELTRDS
83080,ASSAY OF B-HEXOSAMINIDASE EACH ASSAY
82261,BIOTINIDASE EACH SPECIMEN
82435,CHLORIDE BLD
82552,CREATINE KINASE ISOENZYMES
83719,LIPOPROTEIN DIRECT MEASUREMENT VLDL CHOLESTEROL
83721,LIPOPROTEIN DIRECT MEASUREMENT LDL CHOLESTEROL
83930,ASSAY OF OSMOLALITY BLOOD
84030,ASSAY OF PHENYLALANINE BLOOD
82075,ASSAY OF ALCOHOL BREATH
84681,ASSAY OF C-PEPTIDE
82300,CADMIUM
82310,CALCIUM TOTAL
82330,CALCIUM IONIZED
82340,CALCIUM URINE QUANTITATIVE TIMED SPECIMEN
82379,CARNITINE QUANTITATIVE EACH SPECIMEN
82380,CAROTENE
82387,CATHEPSIN-D
82390,CERULOPLASMIN
82415,CHLORAMPHENICOL
82436,CHLORIDE URINE
82495,ASSAY OF CHROMIUM
82507,ASSAY OF CITRATE
82550,CREATINE KINASE TOTAL
82525,ASSAY OF COPPER
82528,CORTICOSTERONE
82540,ASSAY OF CREATINE
82565,CREATININE BLOOD
82570,CREATININE OTHER SOURCE
82585,ASSAY OF CRYOFIBRN
82595,CRYOGLOBULIN QUALITATIVE/SEMI-QUANTITATIVE
83873,MYELIN BASIC PROTEIN CEREBROSPINAL FLUID
82600,ASSAY OF CYANIDE
82638,ASSAY OF DIBUCAINE NUMBER
84446,ASSAY OF TOCOPHEROL ALPHA VITAMIN E
84235,RECEPTOR ASSAY ENDOCRINE OTH/THN ESTRGN/PROGST
82955,GLUC-6-PHOSPHATE DEHYDROGENASE QUANTITATIVE
82965,ASSAY OF GLUTAMATE DEHYDROGENASE
83570,ISOCITRIC DEHYDROGENASE
83670,LEUCINE AMINOPEPTIDASE LAP
83625,LACTATE DEHYDROGENASE ISOENZYMES SEP&QUAN
84085,PHOSPHOGLUCONATE 6-DEHYD RBC
82668,ASSAY OF ERYTHROPOIETIN
82670,ASSAY OF ESTRADIOL
82677,ASSAY OF ESTRIOL
82672,ASSAY OF ESTROGENS TOTAL
84233,ASSAY OF RECEPTOR ASSAY ESTROGEN
82671,ASSAY OF ESTROGENS FRACTIONATED
82679,ASSAY OF ESTRONE
82693,ASSAY OF ETHYLENE GLYCOL
82696,ASSAY OF ETIOCHOLANOLONE
83528,ASSAY OF INTRINSIC FACTOR
82715,FAT DIFFIAL FECES QUANTITATIVE
84126,PORPHYRINS FECES QUANTITATIVE
84490,TRYPSIN FECES QUANTITATIVE 24-HR COLLECTION
84577,ASSAY OF UROBILINOGEN FECES QUANTITATIVE
82728,ASSAY OF FERRITIN
82731,FTL FIBRONECTIN CERVICOVAG SECRETIONS SEMI-QUAN
82735,ASSAY OF FLUORIDE
84439,ASSAY OF FREE THYROXINE
82757,ASSAY OF FRUCTOSE SEMEN
82759,ASSAY OF GALACTOKINASE RBC
82760,ASSAY OF GALACTOSE
80170,DRUG SCREEN QUANTITATIVE GENTAMICIN
84270,ASSAY OF SEX HORMONE BINDING GLOBULIN
82963,ASSAY OF GLUCOSIDASE BETA
82978,ASSAY OF GLUTATHIONE
83012,ASSAY OF HAPTOGLOBIN PHENOTYPES
83065,HEMOGLOBIN THERMOLABILE
83051,ASSAY OF HEMOGLOBIN PLASMA
83069,ASSAY OF HEMOGLOBIN URINE
83088,ASSAY OF HISTAMINE
83727,LUTEINIZING RELEASING FACTOR
83540,ASSAY OF IRON
84597,ASSAY OF VITAMIN K
83582,ASSAY OF KETOGENIC STEROIDS FRACTIONATION
84220,ASSAY OF PYRUVATE KINASE
83655,ASSAY OF LEAD
80176,DRUG SCREEN QUANTITATIVE LIDOCAINE
83690,ASSAY OF LIPASE
83718,LIPOPROTEIN DIR MEAS HIGH DENSITY CHOLESTEROL
80178,DRUG SCREEN QUANTITATIVE LITHIUM
83735,ASSAY OF MAGNESIUM
83825,ASSAY OF MERCURY QUANTITATIVE
83835,METANEPHRINES
83857,METHEMALBUMIN
83874,MYOGLOBIN
84540,ASSAY OF UREA NITROGEN URINE
84437,ASSAY OF THYROXINE REQUIRING ELUTION
83885,ASSAY OF NICKEL
84520,ASSAY OF UREA NITROGEN QUANTITATIVE
83915,ASSAY OF NUCLEOTIDASE 5'-
84479,THYROID HORM UPTK/THYROID HORMONE BINDING RATIO
83935,ASSAY OF OSMOLALITY URINE
83937,ASSAY OF OSTEOCALCIN
83945,ASSAY OF OXALATE
80184,DRUG SCREEN QUANTITATIVE PHENOBARBITAL
84035,ASSAY OF PHENYLKETONES QUALITATIVE
84100,ASSAY OF PHOSPHORUS INORGANIC
84105,ASSAY OF PHOSPHORUS INORGANIC URINE
84110,ASSAY OF PORPHOBILINOGEN URINE QUANTITATIVE
84120,PORPHYRINS URINE QUANTITATION & FRACTIONATION
84132,POTASSIUM SERUM PLASMA/WHOLE BLOOD
84133,POTASSIUM URINE
84134,PREALBUMIN
84135,PREGNANEDIOL
84138,PREGNANETRIOL
84140,PREGNENOLONE
80188,DRUG SCREEN QUANTITATIVE PRIMIDONE
80190,DRUG SCREEN QUANTITATIVE PROCAINAMIDE
80192,DRUG SCREEN QUANTITATIVE PROCAINAMIDE METABOLITE
84146,ASSAY OF PROLACTIN
84210,ASSAY OF PYRUVATE
80194,DRUG SCREEN QUANTITATIVE QUINIDINE
84228,ASSAY OF QUININE
84255,ASSAY OF SELENIUM
84260,ASSAY OF SEROTONIN
84295,SODIUM SERUM PLASMA OR WHOLE BLOOD
84285,ASSAY OF SILICA
84300,ASSAY OF URINE SODIUM
84305,ASSAY OF SOMATOMEDIN
84307,ASSAY OF SOMATOSTATIN
84392,ASSAY OF SULFATE URINE
80197,DRUG SCREEN QUANTITATIVE TACROLIMUS
84403,ASSAY OF TESTOSTERONE TOTAL
80198,DRUG SCREEN QUANTITATIVE THEOPHYLLINE
84430,ASSAY OF THIOCYANATE
84432,ASSAY OF THYROGLOBULIN
84436,ASSAY OF THYROXINE TOTAL
80200,DRUG SCREEN QUANTITATIVE TOBRAMYCIN
80201,DRUG SCREEN QUANTITATIVE TOPIRAMATE
84449,ASSAY OF TRANSCORTIN CORTISOL BINDING GLOBULIN
84466,ASSAY OF L7383TRANSFERRIN
84478,ASSAY OF TRIGLYCERIDES
84510,ASSAY OF TYROSINE
84580,UROBILINOGEN URINE QUANTITATIVE TIMED SPECIMEN
84583,ASSAY OF UROBILINOGEN URINE SEMIQUANTITATIVE
84585,ASSAY OF VANILLYLMANDELIC ACID URINE
80202,DRUG SCREEN QUANTITATIVE VANCOMYCIN
84588,ASSAY OF VASOPRESSIN ANTI-DIURETIC HORMONE
84586,ASSAY OF VASOACTIVE INTESTINAL PEPTIDE
84600,ASSAY OF VOLATILES
84630,ASSAY OF ZINC
58550,LAPS VAGINAL HYSTERECTOMY UTERUS 250 GM/<
60512,PARATHYROID AUTOTRANSPLANTATION ADD-ON
74300,CHOLANGIOGRAPHY&/PANCREATOGRAPHY NTRAOP RS&I
74330,CMBN NDSC CATHJ BILIARY&PNCRTC DUCTAL SYS RS&I
47553,BILIARY NDSC PRQ T-TUBE W/BX SINGLE/MULTIPLE
47554,BILIARY ENDOSCOPY PRQ VIA T-TUBE W/RMVL CALCULUS
47555,BILIARY NDSC PRQ T-TUBE W/DIL DUCT W/O STENT
47556,BILIARY NDSC PRQ T-TUBE DILAT STRIX W/STENT
44361,ENDOSCOPY UPPER SMALL INTESTINE W/BIOPSY
44377,ENTEROSC >2ND PRTN W/ILEUM W/BX SINGLE/MULTIPLE
61750,STEREOTACTIC BX ASPIR/EXC BURR INTRACRANIAL LES
51596,CSTC COMPL W/CONTINENT DVRJ OPN NEOBLDR
51045,CYSTOTOMY W/INSJ URETERAL CATH/STENT SPX
45800,CLOSURE RECTOVESICAL FISTULA
51580,CYSTECTOMY W/URETEROSIGMOIDOSTOMY W/NODES
51590,CSTC COMPL W/URTROILEAL CONDUIT/BLDR W/INT ANAST
51595,CSTC COMPL W/CONDUIT/SIGMOID BLDR PEL LMPHADEC
23570,CLOSED TX SCAPULAR FRACTURE W/O MANIPULATION
23575,CLTX SCAPULAR FX W/MANJ W/WO SKELETAL TRACTION
86932,FROZEN BLOOD EACH UNIT FREEZING & THAWING
57415,REMOVAL IMPACTED VAG FB SPX W/ANES OTH/THN LOCAL
73000,RADEX CLAVICLE COMPLETE
25825,ARTHRODESIS WRIST LIMITED W/AUTOGRAFT
64876,SUTURE NERVE REQ SHORTENING BONE EXTREMITY
20979,LOW INTENSITY US STIMJ BONE HEALING NONINVASIVE
44015,TUBE/NEEDLE CATH JEJUNOSTOMY ANY METHOD
31643,BRNCHSC W/PLMT CATH INTRCV RADIOELMNT APPL
32852,LUNG TRANSPLANT 1 W/CARDIOPULMONARY BYPASS
32854,LUNG TRANSPLANT 2 W/CARDIOPULMONARY BYPASS
88143,CYTP C/V FLU AUTO THIN MNL SCR&RESCR PHYS
64479,NJX ANES&/STRD W/IMG TFRML EDRL CRV/THRC 1 LVL
62350,IMPLTJ REVJ/RPSG ITHCL/EDRL CATH PMP W/O LAM
62351,IMPLTJ REVJ/RPSG ITHCL/EDRL CATH W/LAM
49423,EXCHNG ABSC/CST DRG CATH RAD GID SPX
34502,RECONSTRUCTION VENA CAVA ANY METHOD
57545,EXC CERVICAL STUMP ABDL APPR W/PELVIC FLOOR RPR
57555,EXC CRV STUMP VAG APPR W/ANT &/POST REPAIR
43261,ERCP W/BIOPSY SINGLE/MULTIPLE
43262,ERCP W/SPHINCTEROTOMY/PAPILLOTOMY
47564,LAPS SURG CHOLECSTC W/EXPL COMMON DUCT
47563,LAPS SURG CHOLECYSTECTOMY W/CHOLANGIOGRAPHY
47570,LAPAROSCOPY SURG CHOLECYSTOENETEROSTOMY
67220,DSTRJ LESION CHOROID PC 1/> SESS
61154,BURR HOLE W/EVAC&/DRG HEMATOMA XDRL/SDRL
87086,CULTURE BACTERIAL QUANTTATIVE COLONY COUNT URINE
45805,CLSR RECTOVESICAL FISTULA W/COLOSTOMY
45825,CLOSURE RECTOURETHRAL FISTULA W/COLOSTOMY
85046,BLOOD COUNT RETICULOCYTES AUTO 1/> CELL MEAS
74210,RADEX PHARYNX&/CERVICAL ESOPHAGUS
74246,RADEX UPPER GI W/WO GLUCAGON/DELAY IMGES W/O KUB
74247,RADEX UPPER GI W/WO GLUCAGON/DELAY IMAGES W/KUB
74249,RADEX GI UPR W/WO GLUCOSE W/SM INTEST FOLLW-THRU
92950,CARDIOPULMONARY RESUSCITATION
52250,CYSTOURETHROSCOPY INSJ RADIOACT SBST W/WOBX/FULG
67414,ORBITOTOMY W/O BONE FLAP W/RMVL BONE DCMPRN
67445,ORBITOTOMY BONE FLAP/WINDOW LAT RMVL BONE DCMPRN
45337,SGMDSC FLX W/DCMPRN W/PLMT DCMPRN TUBE
21440,CLTX MANDIBULAR/MAXILLARY ALVEOLAR RIDGE FX SPX
21445,OPTX MANDIBULAR/MAXILLARY ALVEOLAR RIDGE FX SPX
22848,PELVIC FIXATION OTHER THAN SACRUM
57160,FIT&INSJ PESSARY/OTH INTRAVAGINAL SUPPORT DEVI
49320,LAPS ABD PRTM&OMENTUM DX W/WO SPEC BR/WA SPX
45330,SIGMOIDOSCOPY FLX DX W/COLLJ SPEC BR/WA IF PFRMD
50547,LAPAROSCOPY DONOR NEPHRECTOMY LIVING DONOR
49323,LAPS SURG W/DRG LYMPHOCELE PRTL CAVITY
99499,UNLISTED EVALUATION AND MANAGEMENT SERVICE
78468,MYOCRD IMG INFARCT AVID PLNR EJEC FXJ 1ST PS TQ
33243,RMVL 1/DUAL CHAMBER DEFIB ELECTRODE BY THORACOM
67115,RELEASE ENCIRCLING MATERIAL POSTERIOR SEGMENT
64483,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL
72275,EPIDUROGRAPY RS&I
73565,RADIOLOGIC EXAM BOTH KNEES STANDING ANTEROPOST
42450,EXISION OF SUBLINGUAL GLAND
42440,EXCISION SUBMANDIBULAR SUBMAXILLARY GLAND
60210,PRTL THYROID LOBECTOMY UNI W/WO ISTHMUSECTOMY
60212,PRTL THYROID LOBEC UNI W/CONTRATLAT STOT LOBEC
28020,ARTHRT W/EXPL DRG/RMVL LOOSE/FB NTRTRSL/TARS JT
28022,ARTHRT W/EXPL DRG/RMVL LOOSE/FB MTTARPHLNGL JT
28024,ARTHRT W/EXPL DRG/RMVL LOOSE/FB IPHAL JT
23107,ARTHRT GLENOHMRL JT W/JT EXPL W/WO RMVL LOOSE/FB
61333,EXPL ORBIT TRANSCRANIAL APPROACH W/RMVL LESION
65112,EXENTERATION ORBIT RMVL ORBIT CONTENTS & BONE
65114,EXNTJ ORBIT RMVL ORB CNTS W/MUSC/MYOQ FLAP
27140,OSTEOTOMY&TRANSFER GREATER TROCHANTER SPX
78216,LIVER & SPLEEN IMAGING W/VASCULAR FLOW
99024,POSTOP FOLLOW UP VISIT RELATED TO ORIGINAL PX
28420,OPEN TREATMENT CALCANEAL FRACTURE W BONE GRAFT
28415,OPEN TREATMENT CALCANEAL FRACTURE
27530,CLTX TIBIAL FX PROXIMAL W/O MANIPULATION
27532,CLTX TIBIAL FX PROXIMAL W/WO MANJ W/SKEL TRACJ
27535,OPEN TX TIBIAL FRACTURE PROXIMAL UNICONDYLAR
27536,OPTX TIBIAL FX PROX BICONDYLAR W/WO INT FIXJ
27540,OPEN TX INTERCONDYLAR SPINE/TUBRST FRACTURE KNEE
28456,PRQ SKEL FIXJ TARSL FX XCP TALUS&CALCNS W/MANJ
22326,OPTX&/RDCTJ VRT FX&/DISLC PST 1 VRT SGM CR
27215,OPTX ILIAC TUBRST AVLS/WING FX FIXJ IF PRFRMD
23585,OPEN TX SCAPULAR FX W/INTERNAL FIXATION IF PFRMD
62000,ELEVATION DEPRESSED SKULL FX SIMPLE EXTRADURAL
62005,ELVTN DEPRS SKL FX COMPOUND/COMMIND XDRL
22327,OPTX&/RDCTJ VRT FX&/DISLC PST 1 VRT SGM TH
27230,CLTX FEM FX PROX END NCK W/O MANJ
27232,CLTX FEM FX PROX END NCK W/MANJ W/WO SKEL TRACJ
27235,PRQ SKEL FIXJ FEMORAL FX PROX END NECK
27236,OPTX FEM FX PROX END NCK INT FIXJ/PROSTC RPLCMT
27238,CLTX INTER/PERI/SUBTROCHANTERIC FEM FX W/O MANJ
27240,CLTX INTR/PERI/SBTRCHNTC FEMORAL FX W/MANJ
27244,TX INTER/PR/SUBTRCHNTRIC FEMORAL FX SCREW IMPLT
27245,TX INTER/PR/SUBTRCHNTRIC FEM FX IMED IMPLTSCREW
27246,CLTX GREATER TROCHANTERIC FX W/O MANJ
27248,OPEN TREATMENT GREATER TROCHANTERIC FRACTURE
28525,OPEN TX FRACTURE PHALANX/PHALANGES NOT GREAT TOE
24670,CLOSED TX ULNAR FRACTURE PROXIMAL END W/O MANJ
24675,CLOSED TX ULNAR FRACTURE PROXIMAL END W/MANJ
24685,OPEN TREATMENT ULNAR FRACTURE PROXIMAL END
80069,RENAL FUNCTION PANEL
22318,OPTX&/RDCTJ ODNTD FX&/DISLC ANT FIXJ W/O GRAFT
22319,OPTX&/RDCTJ ODNTD FX&/DISLC ANT W/INT FIXJ
27516,CLTX DISTAL FEMORAL EPIPHYSL SEPARATION W/O MANJ
27517,CLTX DSTL FEM EPIPHYSL SEP W/MANJ W/WO SKIN/SKEL
27519,OPEN TX DISTAL FEMORAL EPIPHYSEAL SEPARATION
33241,REMOVAL IMPLANTABLE DEFIB PULSE GENERATOR ONLY
35879,REVJ LXTR ARTL BYP OPN VEIN PATCH ANGIOP
35881,REVJ LXTR ARTL BYP OPN W/SGMTL VEIN INTERPOS
26546,RPR NON-UNION MTCRPL/PHALANX
33140,TRANSMYOCARDIAL LASER REVASCULAR THORACOTOMY SPX
15940,EXC ISCHIAL PRESSURE ULCER W/PRIMARY SUTURE
15941,EXC ISCHIAL PR ULC W/PRIM SUTR W/OSTC ISCHIECT
15944,EXC ISCHIAL PRESSURE ULCER W/SKIN FLAP CLOSURE
15945,EXC ISCHIAL PR ULC W/SKN FLAP CLSR W/OSTECTOMY
15946,EXC ISCHIAL PR ULCER W/OSTC MUSC/MYOQ FLAP/SKIN
11980,SUBCUTANEOUS HORMONE PELLET IMPLANTATION
58275,VAGINAL HYSTERECTOMY W/TOT/PRTL VAGINECTOMY
58280,VAG HYSTER W/TOT/PRTL VAGINECT W/RPR ENTEROCELE
58579,UNLISTED HYSTEROSCOPY PROCEDURE UTERUS
89264,SPRM ID FROM TSTIS TISS FRSH/CRYOPRSRVD
61343,CRNEC SUBOCCIPITAL CRV LAM DCMPRN MEDULLA & CORD
27096,INJECT SI JOINT ARTHRGRPHY&/ANES/STEROID W/IMA
38790,INJECTION PROCEDURE LYMPHANGIOGRAPHY
27486,REVJ TOTAL KNEE ARTHRP W/WO ALGRFT 1 COMPONENT
27487,REVJ TOT KNEE ARTHRP FEM&ENTIRE TIBIAL COMPONE
55550,LAPS LIGATION SPERMATIC VEINS VARICOCELE
51992,LAPAROSCOPY SLING OPERATION STRESS INCONT
51990,LAPAROSCOPY URETHRAL SUSPENSION STRESS INCONT
50546,LAPAROSCOPY NEPHRECTOMY W/PARTIAL URETERECT
50945,LAPAROSCOPY URTROLITHOTOMY
25391,OSTEOPLASTY RADIUS/ULNA LENGTHENING W/AUTOGRAFT
97542,WHEELCHAIR MGMT EA 15 MIN
25390,OSTEOPLASTY RADIUS/ULNA SHORTENING
48160,PANCREATECTOMY W/TRNSPLJ PANCREAS/ISLET CELLS
54352,RPR HYPOSPADIAS CRIPPLE W/DSJ & EXC & GRFS/FLAP
54328,1 STAGE DSTL HYPOSPADIAS RPR W/EXTENSIVE DSJ
54332,1 STAGE PROX PENILE/PENOSCROTAL HYPOSPADIAS RPR
54336,1 STG PERINEAL HYPOSPADIAS RPR W/GRF&/FLAP
99199,UNLISTED SPECIAL SERVICE PROCEDURE/REPORT
45550,PROCTOPEXY W/SIGMOID RESCJ ABDL APPR
45119,PRCTECT CMBN PULL-THRU W/RSVR W/NTRSTM
23440,RESECTION/TRANSPLANTATION LONG TENDON BICEPS
86336,INHIBIN A
86001,ALLERGEN SPECIFIC IGG QUAN/SEMIQUAN EA ALLERGEN
77763,INTRACAVITARY RADIATION SOURCE APPLIC COMPLEX
77762,INTRACAVITARY RADIATION SOURCE APPLIC INTERMED
77761,INTRACAVITARY RADIATION SOURCE APPLIC SIMPLE
85307,ACTIVATED PROTEIN C APC RESISTANCE ASSAY
80173,DRUG SCREEN QUANTITATIVE HALOPRIDOL
83090,ASSAY OF HOMOCYSTEINE
84591,ASSAY OF VITAMIN NOT OTHERWISE SPECIFIED
86611,ANTIBODY BARTONELLA
19100,BX BREAST NEEDLE CORE W/O IMAGING GUIDANCE SPX
45379,COLONOSCOPY FLX W/REMOVAL OF FOREIGN BODY(S)
55873,CRYOSURGICAL ABLATION PROSTATE W/US & MONITORI
62252,REPRGRMG PROGRAMMABLE CEREBROSPINAL SHUNT
74160,CT ABDOMEN W/CONTRAST MATERIAL
74150,CT ABDOMEN W/O CONTRAST MATERIAL
75635,CTA ABDL AORTA&BI ILIOFEM W/CONTRAST&POSTP
72129,CT THORACIC SPINE W/CONTRAST MATERIAL
72128,CT THORACIC SPINE W/O CONTRAST MATERIAL
70460,CT HEAD/BRAIN W/CONTRAST MATERIAL
70450,CT HEAD/BRAIN W/O CONTRAST MATERIAL
73701,CT LOWER EXTREMITY W/CONTRAST MATERIAL
73700,CT LOWER EXTREMITY W/O CONTRAST MATERIAL
72132,CT LUMBAR SPINE W/CONTRAST MATERIAL
72131,CT LUMBAR SPINE W/O CONTRAST MATERIAL
70487,CT MAXILLOFACIAL W/CONTRAST MATERIAL
70486,CT MAXILLOFACIAL W/O CONTRAST MATERIAL
72126,CT CERVICAL SPINE W/CONTRAST MATERIAL
72125,CT CERVICAL SPINE W/O CONTRAST MATERIAL
70481,CT ORBIT SELLA/POST FOSSA/EAR W/CONTRAST MATRL
70480,CT ORBIT SELLA/POST FOSSA/EAR W/O CONTRAST MATRL
72193,CT PELVIS W/CONTRAST MATERIAL
72192,CT PELVIS W/O CONTRAST MATERIAL
70492,CT SOFT TISSUE NECK W/O & W/CONTRAST MATERIAL
70491,CT SOFT TISSUE NECK W/CONTRAST MATERIAL
70490,CT SOFT TISSUE NECK W/O CONTRAST MATERIAL
71260,CT THORAX W/CONTRAST MATERIAL
71250,CT THORAX W/O CONTRAST MATERIAL
73201,CT UPPER EXTREMITY W/CONTRAST MATERIAL
73200,CT UPPER EXTREMITY W/O CONTRAST MATERIAL
87077,CUL BACT AEROBIC ADDL METHS DEFINITIVE EA ISOL
87073,CUL BACT QUAN ANAERC ISOL XCPT UR BLOOD/STOOL
87081,CUL PRSMPTV PTHGNC ORGANISM SCRN W/COLONY ESTIMJ
87152,CULTURE TYPING IDENTIFJ PULSE FIELD GEL TYPING
52343,CYSTO W/TX INTRA-RENAL STRICTURE
52342,CYSTO W/TX URETEROPELVIC JUNCTION STRICTURE
52341,CYSTO W/TX URETERAL STRICTURE
52345,CYSTO W/URTROSCOPY W/TX URTROPEL JUNCT STRIX
52354,CYSTO/PYELOSCOPY BX&/FULGURATION PELIVC LESION
52400,CYSTO INC FULG/RESCJ URTL VALVES/FOLDS
52355,CYSTO/PYELOSCOPY RESCJ PELVIC TUMOR
52353,CYSTO W/URETEROSCOPY W/LITHOTRIPSY
52346,CYSTO W/URTROSCOPY W/TX INTRA-RENAL STRICTURE
93318,ECHO TRANSESOPHAG MONTR CARDIAC PUMP FUNCTJ
86666,ANTIBODY EHRLICHIA
91132,ELECTROGASTROGRAPHY DX TRANSCUTANEOUS
91133,ELECTROGASTROGRAPHY DX TRANSCUT W/PROVOCTVE TSTG
54512,EXC XTRPARENCHYMAL LESION TESTIS
82945,GLUCOSE BODY FLUID OTHER THAN BLOOD
33141,TRANSMYOCRD LASER REVSC PFRMD TM OTH OPN CAR PX
90940,HEMODIALYSIS ACCESS FLOW STUDY
69714,IMPLTJ OSSEOINTEGRATED TEMPORAL BONE W/MASTOID
93662,INTRACARD ECHOCARD W/THER/DX IVNTJ INCL IMG S&I
85536,IRON STAIN PERIPHERAL BLOOD
50947,LAPS URTRONEOCSTOST W/CSTSC&URTRL STENT PLMT
50948,LAPS URTRONEOCSTOST W/O CSTSC&URTRL STENT PLMT
50545,LAPAROSCOPY RADICAL NEPHRECTOMY
87168,MACROSCOPIC EXAMINATION ARTHROPOD
73725,MRA LOWER EXTREMITY W/WO CONTRAST MATERIAL
70545,MRA HEAD W/CONTRAST MATERIAL
70544,MRA HEAD W/O CONTRST MATERIAL
70548,MRA NECK W/CONTRAST MATERIAL
70547,MRA NECK W/O CONTRST MATERIAL
74182,MRI ABDOMEN W/CONTRAST MATERIAL
74181,MRI ABDOMEN W/O CONTRAST MATERIAL
71555,MRA CHEST W/O & W/CONTRAST MATERIAL
70557,MRI BRAIN OPEN INTRACRANIAL PX W/O CONTRAST MATL
72147,MRI SPINAL CANAL THORACIC W/CONTRAST MATRL
72146,MRI SPINAL CANAL THORACIC W/O CONTRAST MATRL
71551,MRI CHEST W/CONTRAST MATERIAL
71550,MRI CHEST W/O CONTRAST MATERIAL
73722,MRI ANY JT LOWER EXTREM W/CONTRAST MATERIAL
73221,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL
73719,MRI LOWER EXTREM OTH/THN JT W/CONTRAST MATRL
73718,MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL
72149,MRI SPINAL CANAL LUMBAR W/CONTRAST MATERIAL
72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL
72142,MRI SPINAL CANAL CERVICAL W/CONTRAST MATRL
72141,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL
70542,MRI ORBIT FACE & NECK W/CONTRAST MATERIAL
70540,MRI ORBIT FACE &/NECK W/O CONTRAST
72196,MRI PELVIS W/CONTRAST MATERIAL
72195,MRI PELVIS W/O CONTRAST MATERIAL
73219,MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL
73218,MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL
87118,CULTURE MYCOBACTERIAL DEFINITIVE ID EA ISOL
99172,VISUAL FUNCT SCRNG AUTO SEMI-AUTO BI QUAN DETERM
67221,DSTRJ LESION CHOROID PHOTODYNAMIC THERAPY
34830,OPN RPR ARYSM RPR ARTL TRAUMA TUBE PROSTH
34832,OPN RPR ARYSM RPR ARTL TRMA AORTO-BIFEM PROSTH
34831,OPN RPR ARYSM RPR ARTL TRMA AORTOBIILIAC PROSTH
88329,PATHOLOGY CONSULTATION DURING SURGERY
93668,PERIPHERAL ARTERIAL DISEASE REHAB PER SESSION
87172,PINWORM EXAMINATION
45303,PROCTOSGMDSC RIGID W/DILATION
45300,PROCTOSGMDSC RGD DX W/WO COLLJ SPEC BR/WA SPX
45327,PROCTOSGMDSC RIGID TNDSC STENT PLMT
77790,SUPERVISION HANDLING LOADING RADIATION SOURCE
21196,RCNSTJ MNDBLR RAMI&/BDY SGTL SPLT W/INT RGD FI
21194,RCNSTJ MNDBLR RAMI HRZNTL/VER/C/L OSTEOT W/GRAFT
21195,RCNSTJ MNDBLR RAMI&/BODY SGTL SPLT W/O INT RGD
21193,RCNSTJ MNDBLR RAMI HRZNTL/VER/C/L OSTEOT W/O GRF
21198,OSTEOTOMY MANDIBLE SEGMENTAL
21199,OSTEOTOMY MANDIBLE SGMTL W/GENIOGLOSSUS ADVMNT
30465,REPAIR NASAL VESTIBULAR STENOSIS
69718,RPLMCT OSSEOINTEGRATE IMPLNT W/MASTOIDECTOMY
57287,RMVL/REVJ SLING STRESS INCONTINENCE
44379,ENTEROSCOPY > 2ND PRTN W/ILEUM W/STENT PLMT
97533,SENSORY INTEGRATIVE TECHNIQUES EACH 15 MINUTES
45332,SIGMOIDOSCOPY FLX W/RMVL FOREIGN BODY
45341,SIGMOIDOSCOPY FLX NDSC US XM
45342,SIGMOIDOSCOPY FLX TNDSC US GID NDL ASPIR/BX
87101,CUL FNGI MOLD/YEAST PRSMPTV ID SKN HAIR/NAIL
44370,ENTEROSCOPY > 2ND PRTN TNDSC STENT PLMT
69715,IMPLJ OSSEOINTEGRATED TEMPORAL BONE W/O MASTOID
69717,RPLMCT OSSEOINTEGRATE IMPLNT W/O MASTOIDECTOMY
99173,SCREENING TEST VISUAL ACUITY QUANTITATIVE BILAT
01968,ANES CESARN DLVR FLWG NEURAXIAL LABOR ANALG/ANES
01969,ANES CESARN HYST FLWG NEURAXIAL LABOR ANALG/ANES
29086,APPLICATION CAST FINGER
36820,ARVEN ANAST OPN F/ARM VEIN TRPOS
